real, image
0.318182, -0.318182
0.318182, -0.272727
0.318182, -0.227273
0.318182, -0.181818
0.318182, -0.136364
0.318182, -0.090909
0.318182, -0.045455
0.318182, 0.045455
0.318182, 0.090909
0.318182, 0.136364
0.318182, 0.181818
0.318182, 0.227273
0.318182, 0.272727
0.318182, 0.318182
0.318182, 0.363636
0.318182, 0.409091
0.318182, 0.545455
0.331818, -0.409091
0.331818, -0.363636
0.331818, -0.318182
0.331818, -0.272727
0.331818, -0.227273
0.331818, -0.181818
0.331818, -0.136364
0.331818, -0.090909
0.331818, 0.090909
0.331818, 0.136364
0.331818, 0.181818
0.331818, 0.227273
0.331818, 0.272727
0.331818, 0.318182
0.331818, 0.363636
0.331818, 0.409091
0.345455, -0.318182
0.345455, -0.272727
0.345455, -0.227273
0.345455, -0.181818
0.345455, -0.136364
0.345455, -0.090909
0.345455, 0.090909
0.345455, 0.136364
0.345455, 0.181818
0.345455, 0.227273
0.345455, 0.272727
0.345455, 0.318182
0.359091, -0.318182
0.359091, -0.272727
0.359091, -0.227273
0.359091, -0.181818
0.359091, -0.136364
0.359091, 0.136364
0.359091, 0.181818
0.359091, 0.227273
0.359091, 0.272727
0.359091, 0.318182
0.372727, -0.318182
0.372727, -0.227273
0.372727, -0.181818
0.372727, -0.136364
0.372727, 0.136364
0.372727, 0.181818
0.372727, 0.227273
0.372727, 0.318182
0.386364, -0.318182
0.386364, -0.227273
0.386364, 0.227273
0.386364, 0.318182
